,cluster,churn_proba,segment,strategy
58929,2,0.59048337,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55877,2,0.25805378,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70000,1,0.17901616,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59872,1,0.52498835,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30823,1,0.358353,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61992,1,0.3014373,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51641,2,0.17025022,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54298,1,0.48677704,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58088,1,0.39967358,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70551,2,0.07663459,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
71034,2,0.3628702,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61521,2,0.2344542,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54192,2,0.5167751,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67079,1,0.30613762,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66951,1,0.28016925,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60777,2,0.19663885,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59839,0,0.29741737,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
53367,1,0.3429135,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61991,2,0.5661168,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60888,2,0.34174106,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52904,1,0.22748575,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64576,1,0.407997,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59583,2,0.32420364,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65640,1,0.19734918,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70194,2,0.12824991,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56138,1,0.24198359,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70830,2,0.41097355,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67277,2,0.45561358,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59214,1,0.11612981,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68289,1,0.49486354,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58845,2,0.06640158,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70982,2,0.5146423,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66753,1,0.44906482,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65261,2,0.56255174,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53033,2,0.38678756,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66421,1,0.30546752,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70321,2,0.17451485,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58874,2,0.25142407,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57021,1,0.35065132,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69761,2,0.58436954,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58002,1,0.56696075,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54485,2,0.33229896,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63630,1,0.3182388,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65337,1,0.4576447,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58884,1,0.40856805,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70969,1,0.1749599,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62746,2,0.3628665,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52923,2,0.40766525,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59852,2,0.60289055,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65114,1,0.29223385,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66288,1,0.46238384,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57925,2,0.3697655,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54803,0,0.5071209,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
58769,2,0.4136587,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57805,2,0.27000672,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59777,1,0.379641,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58190,1,0.38057327,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61308,2,0.4039921,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65738,2,0.26283744,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57141,1,0.3780698,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56127,1,0.17646164,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66445,2,0.26551837,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66249,0,0.7858082,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59142,1,0.3477786,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55564,1,0.39975032,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64427,2,0.7586496,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57419,2,0.41386637,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55369,1,0.11582426,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64143,2,0.29315177,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58196,0,0.6790904,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
58006,2,0.1983042,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65255,1,0.14934064,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55254,2,0.31558457,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65220,2,0.48009115,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61374,1,0.43078628,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56104,1,0.27906737,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53662,1,0.23676701,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30931,1,0.45863777,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57353,2,0.50774693,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60264,1,0.27390832,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54220,1,0.29683682,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64142,1,0.36843485,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30742,2,0.37370193,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67552,2,0.30171987,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63585,2,0.40770972,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68578,1,0.21536292,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68161,1,0.3147894,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57280,1,0.40468433,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53627,1,0.32337913,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56690,1,0.24964763,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69834,1,0.5912054,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67436,1,0.47601238,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64136,2,0.46740925,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70407,1,0.1609751,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65453,2,0.28694457,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52595,1,0.31492737,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66081,2,0.32540718,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70254,1,0.13555129,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53620,2,0.3939153,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55156,2,0.41364777,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69290,1,0.16224355,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54223,1,0.3730149,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54111,2,0.46787888,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
